log_dir= /home/ssreekri/ECN/logs
Namespace(arch='resnet50', batch_size=128, data_dir='/home/ssreekri/ECN/data', dist_metric='euclidean', dropout=0.5, epochs=60, epochs_decay=40, evaluate=False, features=4096, height=256, include_coral=1, include_mmd=0, inv_alpha=0.01, inv_beta=0.05, knn=6, lmd=0.0, lmd_ext=0.66, logs_dir='/home/ssreekri/ECN/logs', lr=0.1, momentum=0.9, output_feature='pool5', print_freq=1, re=0.5, resume='', source='duke', target='market', weight_decay=0.0005, width=128, workers=8)
DA dataset loaded
  subset   | # ids | # images
  ---------------------------
  source train    |   702 |    16522
  target train    | 'Unknown' |    12936
  query    |   750 |     3368
  gallery  |   751 |    15913
lmd: 0.0 lmd_ext: 0.66 include_mmd: 0 include_coral: 1
Epoch: [0][1/129], Time 5.784 (5.784), Data 2.055 (2.055), Loss 6.561 (6.561), Prec 0.78% (0.78%), s_pid_loss: 6.5606, t_un_loss: 9.4678
Epoch: [7][110/129], Time 0.577 (0.563), Data 0.133 (0.150), Loss 0.152 (0.131), Prec 96.09% (97.10%), s_pid_loss: 0.1518, t_un_loss: 7.2595
Epoch: [7][111/129], Time 0.495 (0.562), Data 0.134 (0.150), Loss 0.124 (0.131), Prec 96.88% (97.09%), s_pid_loss: 0.1237, t_un_loss: 7.0656
Epoch: [7][112/129], Time 0.506 (0.561), Data 0.132 (0.150), Loss 0.120 (0.131), Prec 96.88% (97.09%), s_pid_loss: 0.1197, t_un_loss: 7.3618
Epoch: [7][113/129], Time 0.499 (0.561), Data 0.133 (0.149), Loss 0.141 (0.131), Prec 98.44% (97.10%), s_pid_loss: 0.1408, t_un_loss: 7.1030
Epoch: [7][114/129], Time 0.495 (0.560), Data 0.133 (0.149), Loss 0.184 (0.131), Prec 96.88% (97.10%), s_pid_loss: 0.1840, t_un_loss: 7.8550
Epoch: [7][115/129], Time 0.505 (0.560), Data 0.132 (0.149), Loss 0.109 (0.131), Prec 97.66% (97.11%), s_pid_loss: 0.1087, t_un_loss: 7.5514
Epoch: [7][116/129], Time 0.496 (0.559), Data 0.132 (0.149), Loss 0.198 (0.132), Prec 94.53% (97.08%), s_pid_loss: 0.1976, t_un_loss: 7.5814
Epoch: [7][117/129], Time 0.721 (0.561), Data 0.133 (0.149), Loss 0.154 (0.132), Prec 96.88% (97.08%), s_pid_loss: 0.1537, t_un_loss: 7.1719
Epoch: [7][118/129], Time 0.572 (0.561), Data 0.133 (0.149), Loss 0.147 (0.132), Prec 98.44% (97.09%), s_pid_loss: 0.1467, t_un_loss: 7.3522
Epoch: [7][119/129], Time 0.518 (0.560), Data 0.133 (0.149), Loss 0.074 (0.131), Prec 99.22% (97.11%), s_pid_loss: 0.0744, t_un_loss: 7.4316
Epoch: [7][120/129], Time 0.494 (0.560), Data 0.133 (0.148), Loss 0.216 (0.132), Prec 93.75% (97.08%), s_pid_loss: 0.2161, t_un_loss: 7.5014
Epoch: [7][121/129], Time 0.502 (0.559), Data 0.133 (0.148), Loss 0.217 (0.133), Prec 96.09% (97.08%), s_pid_loss: 0.2168, t_un_loss: 7.7483
Epoch: [7][122/129], Time 0.491 (0.559), Data 0.133 (0.148), Loss 0.109 (0.133), Prec 98.44% (97.09%), s_pid_loss: 0.1093, t_un_loss: 7.5420
Epoch: [7][123/129], Time 0.502 (0.558), Data 0.133 (0.148), Loss 0.144 (0.133), Prec 97.66% (97.09%), s_pid_loss: 0.1440, t_un_loss: 7.8790
Epoch: [7][124/129], Time 0.498 (0.558), Data 0.133 (0.148), Loss 0.102 (0.132), Prec 97.66% (97.10%), s_pid_loss: 0.1018, t_un_loss: 7.4969
Epoch: [7][125/129], Time 0.512 (0.558), Data 0.134 (0.148), Loss 0.134 (0.132), Prec 96.88% (97.09%), s_pid_loss: 0.1342, t_un_loss: 7.0531
Epoch: [7][126/129], Time 0.494 (0.557), Data 0.133 (0.148), Loss 0.166 (0.133), Prec 97.66% (97.10%), s_pid_loss: 0.1658, t_un_loss: 8.1906
Epoch: [7][127/129], Time 0.497 (0.557), Data 0.133 (0.148), Loss 0.131 (0.133), Prec 96.88% (97.10%), s_pid_loss: 0.1306, t_un_loss: 7.4802
Epoch: [7][128/129], Time 0.508 (0.556), Data 0.133 (0.147), Loss 0.165 (0.133), Prec 97.66% (97.10%), s_pid_loss: 0.1654, t_un_loss: 6.9308
Epoch: [7][129/129], Time 0.495 (0.556), Data 0.133 (0.147), Loss 0.115 (0.133), Prec 96.88% (97.10%), s_pid_loss: 0.1151, t_un_loss: 7.4728

 * Finished epoch   7 

Epoch: [8][1/129], Time 2.418 (2.418), Data 1.790 (1.790), Loss 0.052 (0.052), Prec 98.44% (98.44%), s_pid_loss: 0.0518, t_un_loss: 7.2210
Epoch: [8][2/129], Time 0.579 (1.499), Data 0.133 (0.961), Loss 0.252 (0.152), Prec 92.97% (95.70%), s_pid_loss: 0.2521, t_un_loss: 7.4242
Epoch: [8][3/129], Time 0.574 (1.190), Data 0.133 (0.685), Loss 0.214 (0.173), Prec 96.09% (95.83%), s_pid_loss: 0.2136, t_un_loss: 7.5862
Epoch: [8][4/129], Time 0.523 (1.024), Data 0.133 (0.547), Loss 0.097 (0.154), Prec 99.22% (96.68%), s_pid_loss: 0.0968, t_un_loss: 7.3772
Epoch: [8][5/129], Time 0.497 (0.918), Data 0.132 (0.464), Loss 0.103 (0.143), Prec 98.44% (97.03%), s_pid_loss: 0.1030, t_un_loss: 7.4642
Epoch: [8][6/129], Time 0.518 (0.852), Data 0.131 (0.409), Loss 0.056 (0.129), Prec 99.22% (97.40%), s_pid_loss: 0.0556, t_un_loss: 7.3407
Epoch: [8][7/129], Time 0.599 (0.815), Data 0.125 (0.368), Loss 0.072 (0.121), Prec 99.22% (97.66%), s_pid_loss: 0.0722, t_un_loss: 7.2322
Epoch: [8][8/129], Time 0.602 (0.789), Data 0.133 (0.339), Loss 0.122 (0.121), Prec 97.66% (97.66%), s_pid_loss: 0.1217, t_un_loss: 7.6068
Epoch: [8][9/129], Time 0.586 (0.766), Data 0.133 (0.316), Loss 0.136 (0.123), Prec 96.88% (97.57%), s_pid_loss: 0.1363, t_un_loss: 7.4528
Epoch: [8][10/129], Time 0.592 (0.749), Data 0.133 (0.298), Loss 0.082 (0.119), Prec 98.44% (97.66%), s_pid_loss: 0.0820, t_un_loss: 7.3922
Epoch: [8][11/129], Time 0.506 (0.727), Data 0.133 (0.283), Loss 0.111 (0.118), Prec 96.88% (97.59%), s_pid_loss: 0.1107, t_un_loss: 7.6293
Epoch: [8][12/129], Time 0.564 (0.713), Data 0.133 (0.270), Loss 0.157 (0.121), Prec 97.66% (97.59%), s_pid_loss: 0.1569, t_un_loss: 7.5594
Epoch: [8][13/129], Time 0.536 (0.700), Data 0.133 (0.260), Loss 0.099 (0.119), Prec 97.66% (97.60%), s_pid_loss: 0.0987, t_un_loss: 7.3924
Epoch: [8][14/129], Time 0.594 (0.692), Data 0.133 (0.251), Loss 0.169 (0.123), Prec 96.88% (97.54%), s_pid_loss: 0.1689, t_un_loss: 7.4244
Epoch: [8][15/129], Time 0.495 (0.679), Data 0.125 (0.242), Loss 0.086 (0.120), Prec 98.44% (97.60%), s_pid_loss: 0.0862, t_un_loss: 7.7334
Epoch: [8][16/129], Time 0.513 (0.669), Data 0.134 (0.235), Loss 0.048 (0.116), Prec 100.00% (97.75%), s_pid_loss: 0.0482, t_un_loss: 7.6919
Epoch: [8][17/129], Time 0.584 (0.664), Data 0.133 (0.229), Loss 0.118 (0.116), Prec 96.88% (97.70%), s_pid_loss: 0.1184, t_un_loss: 6.9641
Epoch: [8][18/129], Time 0.513 (0.655), Data 0.133 (0.224), Loss 0.111 (0.116), Prec 96.09% (97.61%), s_pid_loss: 0.1112, t_un_loss: 7.4376
Epoch: [8][19/129], Time 0.575 (0.651), Data 0.133 (0.219), Loss 0.099 (0.115), Prec 96.88% (97.57%), s_pid_loss: 0.0990, t_un_loss: 7.2822
Epoch: [8][20/129], Time 0.527 (0.645), Data 0.133 (0.215), Loss 0.056 (0.112), Prec 100.00% (97.70%), s_pid_loss: 0.0557, t_un_loss: 7.2395
Epoch: [8][21/129], Time 0.593 (0.642), Data 0.133 (0.211), Loss 0.103 (0.112), Prec 97.66% (97.69%), s_pid_loss: 0.1028, t_un_loss: 7.7265
Epoch: [8][22/129], Time 0.518 (0.637), Data 0.134 (0.208), Loss 0.108 (0.111), Prec 97.66% (97.69%), s_pid_loss: 0.1082, t_un_loss: 7.6809
Epoch: [8][23/129], Time 0.597 (0.635), Data 0.130 (0.204), Loss 0.147 (0.113), Prec 96.88% (97.66%), s_pid_loss: 0.1466, t_un_loss: 7.4074
Epoch: [8][24/129], Time 0.586 (0.633), Data 0.133 (0.201), Loss 0.074 (0.111), Prec 98.44% (97.69%), s_pid_loss: 0.0744, t_un_loss: 7.2423
Epoch: [8][25/129], Time 0.515 (0.628), Data 0.133 (0.198), Loss 0.128 (0.112), Prec 98.44% (97.72%), s_pid_loss: 0.1279, t_un_loss: 7.5193
Epoch: [8][26/129], Time 0.593 (0.627), Data 0.127 (0.196), Loss 0.105 (0.112), Prec 97.66% (97.72%), s_pid_loss: 0.1049, t_un_loss: 7.2053
Epoch: [8][27/129], Time 0.572 (0.625), Data 0.127 (0.193), Loss 0.091 (0.111), Prec 99.22% (97.77%), s_pid_loss: 0.0907, t_un_loss: 7.3217
Epoch: [8][28/129], Time 0.531 (0.621), Data 0.133 (0.191), Loss 0.097 (0.110), Prec 97.66% (97.77%), s_pid_loss: 0.0972, t_un_loss: 7.4208
Epoch: [8][29/129], Time 0.593 (0.620), Data 0.133 (0.189), Loss 0.169 (0.112), Prec 94.53% (97.66%), s_pid_loss: 0.1693, t_un_loss: 7.2083
Epoch: [8][30/129], Time 0.592 (0.620), Data 0.133 (0.187), Loss 0.117 (0.113), Prec 96.88% (97.63%), s_pid_loss: 0.1171, t_un_loss: 7.2507
Epoch: [8][31/129], Time 0.504 (0.616), Data 0.133 (0.185), Loss 0.104 (0.112), Prec 97.66% (97.63%), s_pid_loss: 0.1041, t_un_loss: 7.6874
Epoch: [8][32/129], Time 0.521 (0.613), Data 0.133 (0.184), Loss 0.096 (0.112), Prec 97.66% (97.63%), s_pid_loss: 0.0959, t_un_loss: 6.9558
Epoch: [8][33/129], Time 0.587 (0.612), Data 0.121 (0.182), Loss 0.151 (0.113), Prec 96.09% (97.59%), s_pid_loss: 0.1505, t_un_loss: 7.2455
Epoch: [8][34/129], Time 0.600 (0.612), Data 0.133 (0.180), Loss 0.143 (0.114), Prec 96.88% (97.56%), s_pid_loss: 0.1427, t_un_loss: 7.2920
Epoch: [8][35/129], Time 0.603 (0.611), Data 0.133 (0.179), Loss 0.099 (0.113), Prec 99.22% (97.61%), s_pid_loss: 0.0988, t_un_loss: 7.5279
Epoch: [8][36/129], Time 0.592 (0.611), Data 0.132 (0.178), Loss 0.133 (0.114), Prec 97.66% (97.61%), s_pid_loss: 0.1332, t_un_loss: 7.3449
Epoch: [8][37/129], Time 0.586 (0.610), Data 0.133 (0.177), Loss 0.084 (0.113), Prec 100.00% (97.68%), s_pid_loss: 0.0843, t_un_loss: 7.2826
Epoch: [8][38/129], Time 0.519 (0.608), Data 0.132 (0.175), Loss 0.170 (0.115), Prec 96.09% (97.64%), s_pid_loss: 0.1702, t_un_loss: 7.5386
Epoch: [8][39/129], Time 0.583 (0.607), Data 0.134 (0.174), Loss 0.076 (0.114), Prec 99.22% (97.68%), s_pid_loss: 0.0759, t_un_loss: 7.6248
Epoch: [8][40/129], Time 0.503 (0.605), Data 0.133 (0.173), Loss 0.119 (0.114), Prec 96.88% (97.66%), s_pid_loss: 0.1195, t_un_loss: 7.3029
Epoch: [8][41/129], Time 0.503 (0.602), Data 0.133 (0.172), Loss 0.076 (0.113), Prec 98.44% (97.68%), s_pid_loss: 0.0761, t_un_loss: 7.5387
Epoch: [8][42/129], Time 0.499 (0.600), Data 0.132 (0.171), Loss 0.093 (0.112), Prec 98.44% (97.69%), s_pid_loss: 0.0927, t_un_loss: 7.4004
Epoch: [8][43/129], Time 0.506 (0.597), Data 0.133 (0.170), Loss 0.113 (0.112), Prec 97.66% (97.69%), s_pid_loss: 0.1128, t_un_loss: 7.8050
Epoch: [8][44/129], Time 0.493 (0.595), Data 0.129 (0.170), Loss 0.135 (0.113), Prec 96.88% (97.67%), s_pid_loss: 0.1352, t_un_loss: 7.2757
Epoch: [8][45/129], Time 0.508 (0.593), Data 0.133 (0.169), Loss 0.108 (0.113), Prec 96.88% (97.66%), s_pid_loss: 0.1082, t_un_loss: 7.7609
Epoch: [8][46/129], Time 0.496 (0.591), Data 0.126 (0.168), Loss 0.096 (0.112), Prec 97.66% (97.66%), s_pid_loss: 0.0957, t_un_loss: 7.0670
Epoch: [8][47/129], Time 0.503 (0.589), Data 0.133 (0.167), Loss 0.128 (0.113), Prec 96.88% (97.64%), s_pid_loss: 0.1279, t_un_loss: 7.3424
Epoch: [8][48/129], Time 0.498 (0.587), Data 0.133 (0.166), Loss 0.088 (0.112), Prec 100.00% (97.69%), s_pid_loss: 0.0882, t_un_loss: 7.4129
Epoch: [8][49/129], Time 0.500 (0.586), Data 0.131 (0.166), Loss 0.080 (0.112), Prec 98.44% (97.70%), s_pid_loss: 0.0800, t_un_loss: 7.4847
Epoch: [8][50/129], Time 0.495 (0.584), Data 0.126 (0.165), Loss 0.161 (0.113), Prec 95.31% (97.66%), s_pid_loss: 0.1605, t_un_loss: 7.5041
Epoch: [8][51/129], Time 0.500 (0.582), Data 0.133 (0.164), Loss 0.081 (0.112), Prec 96.88% (97.64%), s_pid_loss: 0.0808, t_un_loss: 7.7097
Epoch: [8][52/129], Time 0.512 (0.581), Data 0.133 (0.164), Loss 0.107 (0.112), Prec 96.88% (97.63%), s_pid_loss: 0.1065, t_un_loss: 7.3171
Epoch: [8][53/129], Time 0.590 (0.581), Data 0.129 (0.163), Loss 0.090 (0.111), Prec 98.44% (97.64%), s_pid_loss: 0.0902, t_un_loss: 7.7772
Epoch: [8][54/129], Time 0.493 (0.579), Data 0.133 (0.162), Loss 0.174 (0.113), Prec 97.66% (97.64%), s_pid_loss: 0.1738, t_un_loss: 7.4019
Epoch: [8][55/129], Time 0.514 (0.578), Data 0.133 (0.162), Loss 0.058 (0.112), Prec 100.00% (97.68%), s_pid_loss: 0.0581, t_un_loss: 7.9877
Epoch: [8][56/129], Time 0.596 (0.578), Data 0.134 (0.161), Loss 0.110 (0.112), Prec 96.88% (97.67%), s_pid_loss: 0.1101, t_un_loss: 7.9476
Epoch: [8][57/129], Time 0.504 (0.577), Data 0.133 (0.161), Loss 0.126 (0.112), Prec 98.44% (97.68%), s_pid_loss: 0.1260, t_un_loss: 7.5890
Epoch: [8][58/129], Time 0.589 (0.577), Data 0.133 (0.160), Loss 0.196 (0.113), Prec 97.66% (97.68%), s_pid_loss: 0.1957, t_un_loss: 7.4511
Epoch: [8][59/129], Time 0.514 (0.576), Data 0.133 (0.160), Loss 0.141 (0.114), Prec 96.09% (97.66%), s_pid_loss: 0.1414, t_un_loss: 7.8697
Epoch: [8][60/129], Time 0.598 (0.577), Data 0.134 (0.159), Loss 0.134 (0.114), Prec 96.09% (97.63%), s_pid_loss: 0.1337, t_un_loss: 7.2916
Epoch: [8][61/129], Time 0.586 (0.577), Data 0.133 (0.159), Loss 0.067 (0.113), Prec 98.44% (97.64%), s_pid_loss: 0.0667, t_un_loss: 7.3980
Epoch: [8][62/129], Time 0.515 (0.576), Data 0.133 (0.159), Loss 0.103 (0.113), Prec 97.66% (97.64%), s_pid_loss: 0.1032, t_un_loss: 7.2182
Epoch: [8][63/129], Time 0.597 (0.576), Data 0.133 (0.158), Loss 0.109 (0.113), Prec 97.66% (97.64%), s_pid_loss: 0.1090, t_un_loss: 7.5049
Epoch: [8][64/129], Time 0.609 (0.577), Data 0.133 (0.158), Loss 0.066 (0.112), Prec 100.00% (97.68%), s_pid_loss: 0.0659, t_un_loss: 7.4194
Epoch: [8][65/129], Time 0.589 (0.577), Data 0.126 (0.157), Loss 0.101 (0.112), Prec 98.44% (97.69%), s_pid_loss: 0.1008, t_un_loss: 7.2984
Epoch: [8][66/129], Time 0.500 (0.576), Data 0.132 (0.157), Loss 0.111 (0.112), Prec 96.09% (97.67%), s_pid_loss: 0.1110, t_un_loss: 7.7069
Epoch: [8][67/129], Time 0.497 (0.574), Data 0.132 (0.157), Loss 0.109 (0.112), Prec 97.66% (97.67%), s_pid_loss: 0.1090, t_un_loss: 7.4484
Epoch: [8][68/129], Time 0.495 (0.573), Data 0.123 (0.156), Loss 0.142 (0.113), Prec 97.66% (97.67%), s_pid_loss: 0.1423, t_un_loss: 7.1560
Epoch: [8][69/129], Time 0.510 (0.572), Data 0.133 (0.156), Loss 0.073 (0.112), Prec 99.22% (97.69%), s_pid_loss: 0.0730, t_un_loss: 7.9324
Epoch: [8][70/129], Time 0.596 (0.573), Data 0.134 (0.155), Loss 0.137 (0.112), Prec 97.66% (97.69%), s_pid_loss: 0.1366, t_un_loss: 7.5384
Epoch: [8][71/129], Time 0.508 (0.572), Data 0.133 (0.155), Loss 0.105 (0.112), Prec 98.44% (97.70%), s_pid_loss: 0.1051, t_un_loss: 7.5836
Epoch: [8][72/129], Time 0.598 (0.572), Data 0.133 (0.155), Loss 0.171 (0.113), Prec 96.09% (97.68%), s_pid_loss: 0.1714, t_un_loss: 7.7884
Epoch: [8][73/129], Time 0.585 (0.572), Data 0.132 (0.154), Loss 0.108 (0.113), Prec 97.66% (97.68%), s_pid_loss: 0.1083, t_un_loss: 7.7031
Epoch: [8][74/129], Time 0.518 (0.572), Data 0.133 (0.154), Loss 0.199 (0.114), Prec 95.31% (97.65%), s_pid_loss: 0.1989, t_un_loss: 7.4905
Epoch: [8][75/129], Time 0.604 (0.572), Data 0.133 (0.154), Loss 0.134 (0.114), Prec 97.66% (97.65%), s_pid_loss: 0.1340, t_un_loss: 7.3742
Epoch: [8][76/129], Time 0.601 (0.572), Data 0.133 (0.154), Loss 0.109 (0.114), Prec 97.66% (97.65%), s_pid_loss: 0.1086, t_un_loss: 7.3745
Epoch: [8][77/129], Time 0.601 (0.573), Data 0.133 (0.153), Loss 0.070 (0.114), Prec 99.22% (97.67%), s_pid_loss: 0.0699, t_un_loss: 7.7076
Epoch: [8][78/129], Time 0.594 (0.573), Data 0.133 (0.153), Loss 0.066 (0.113), Prec 99.22% (97.69%), s_pid_loss: 0.0659, t_un_loss: 7.3477
Epoch: [8][79/129], Time 0.585 (0.573), Data 0.133 (0.153), Loss 0.165 (0.114), Prec 96.09% (97.67%), s_pid_loss: 0.1649, t_un_loss: 7.7362
Epoch: [8][80/129], Time 0.590 (0.573), Data 0.133 (0.153), Loss 0.095 (0.114), Prec 97.66% (97.67%), s_pid_loss: 0.0954, t_un_loss: 7.5470
Epoch: [8][81/129], Time 0.533 (0.573), Data 0.133 (0.152), Loss 0.102 (0.113), Prec 97.66% (97.67%), s_pid_loss: 0.1024, t_un_loss: 7.0850
Epoch: [8][82/129], Time 0.605 (0.573), Data 0.133 (0.152), Loss 0.078 (0.113), Prec 98.44% (97.68%), s_pid_loss: 0.0777, t_un_loss: 7.4252
Epoch: [8][83/129], Time 0.590 (0.574), Data 0.128 (0.152), Loss 0.120 (0.113), Prec 96.88% (97.67%), s_pid_loss: 0.1202, t_un_loss: 7.5747
Epoch: [8][84/129], Time 0.583 (0.574), Data 0.133 (0.152), Loss 0.068 (0.113), Prec 98.44% (97.67%), s_pid_loss: 0.0678, t_un_loss: 7.3649
Epoch: [8][85/129], Time 0.498 (0.573), Data 0.134 (0.151), Loss 0.082 (0.112), Prec 99.22% (97.69%), s_pid_loss: 0.0817, t_un_loss: 7.7296
Epoch: [8][86/129], Time 0.495 (0.572), Data 0.133 (0.151), Loss 0.081 (0.112), Prec 98.44% (97.70%), s_pid_loss: 0.0813, t_un_loss: 7.5369
Epoch: [8][87/129], Time 0.488 (0.571), Data 0.133 (0.151), Loss 0.068 (0.111), Prec 100.00% (97.73%), s_pid_loss: 0.0685, t_un_loss: 7.3816
Epoch: [8][88/129], Time 0.520 (0.570), Data 0.133 (0.151), Loss 0.090 (0.111), Prec 97.66% (97.73%), s_pid_loss: 0.0901, t_un_loss: 7.4285
Epoch: [8][89/129], Time 0.498 (0.569), Data 0.133 (0.151), Loss 0.116 (0.111), Prec 97.66% (97.73%), s_pid_loss: 0.1160, t_un_loss: 7.6817
Epoch: [8][90/129], Time 0.497 (0.569), Data 0.133 (0.150), Loss 0.086 (0.111), Prec 98.44% (97.73%), s_pid_loss: 0.0859, t_un_loss: 7.5911
Epoch: [8][91/129], Time 0.494 (0.568), Data 0.133 (0.150), Loss 0.179 (0.112), Prec 96.09% (97.72%), s_pid_loss: 0.1788, t_un_loss: 7.4033
Epoch: [8][92/129], Time 0.614 (0.568), Data 0.133 (0.150), Loss 0.099 (0.111), Prec 99.22% (97.73%), s_pid_loss: 0.0987, t_un_loss: 7.4755
Epoch: [8][93/129], Time 0.522 (0.568), Data 0.123 (0.150), Loss 0.137 (0.112), Prec 96.88% (97.72%), s_pid_loss: 0.1366, t_un_loss: 7.7882
Epoch: [8][94/129], Time 0.577 (0.568), Data 0.133 (0.150), Loss 0.101 (0.112), Prec 96.88% (97.71%), s_pid_loss: 0.1009, t_un_loss: 7.0550
Epoch: [8][95/129], Time 0.498 (0.567), Data 0.133 (0.149), Loss 0.073 (0.111), Prec 98.44% (97.72%), s_pid_loss: 0.0733, t_un_loss: 7.4898
Epoch: [8][96/129], Time 0.495 (0.566), Data 0.133 (0.149), Loss 0.062 (0.111), Prec 98.44% (97.73%), s_pid_loss: 0.0617, t_un_loss: 7.6697
Epoch: [8][97/129], Time 0.508 (0.566), Data 0.133 (0.149), Loss 0.158 (0.111), Prec 96.09% (97.71%), s_pid_loss: 0.1581, t_un_loss: 7.2859
Epoch: [8][98/129], Time 0.497 (0.565), Data 0.133 (0.149), Loss 0.141 (0.112), Prec 97.66% (97.71%), s_pid_loss: 0.1413, t_un_loss: 7.4485
Epoch: [8][99/129], Time 0.494 (0.564), Data 0.133 (0.149), Loss 0.081 (0.111), Prec 97.66% (97.71%), s_pid_loss: 0.0814, t_un_loss: 7.1627
Epoch: [8][100/129], Time 0.498 (0.564), Data 0.133 (0.149), Loss 0.113 (0.111), Prec 98.44% (97.72%), s_pid_loss: 0.1130, t_un_loss: 7.1094
Epoch: [8][101/129], Time 0.500 (0.563), Data 0.133 (0.148), Loss 0.088 (0.111), Prec 97.66% (97.72%), s_pid_loss: 0.0885, t_un_loss: 7.2076
Epoch: [8][102/129], Time 1.529 (0.573), Data 0.133 (0.148), Loss 0.214 (0.112), Prec 96.88% (97.71%), s_pid_loss: 0.2142, t_un_loss: 7.3333
Epoch: [8][103/129], Time 0.579 (0.573), Data 0.133 (0.148), Loss 0.179 (0.113), Prec 96.09% (97.69%), s_pid_loss: 0.1792, t_un_loss: 7.3525
Epoch: [8][104/129], Time 0.496 (0.572), Data 0.133 (0.148), Loss 0.105 (0.113), Prec 96.09% (97.68%), s_pid_loss: 0.1049, t_un_loss: 7.6912
Epoch: [8][105/129], Time 0.502 (0.571), Data 0.133 (0.148), Loss 0.128 (0.113), Prec 96.88% (97.67%), s_pid_loss: 0.1278, t_un_loss: 7.2766
Epoch: [8][106/129], Time 0.500 (0.571), Data 0.133 (0.148), Loss 0.212 (0.114), Prec 96.88% (97.66%), s_pid_loss: 0.2122, t_un_loss: 7.1412
Epoch: [8][107/129], Time 0.512 (0.570), Data 0.133 (0.148), Loss 0.122 (0.114), Prec 97.66% (97.66%), s_pid_loss: 0.1217, t_un_loss: 7.5669
Epoch: [8][108/129], Time 0.481 (0.569), Data 0.126 (0.147), Loss 0.113 (0.114), Prec 96.09% (97.65%), s_pid_loss: 0.1129, t_un_loss: 7.1776
Epoch: [8][109/129], Time 0.514 (0.569), Data 0.133 (0.147), Loss 0.098 (0.114), Prec 97.66% (97.65%), s_pid_loss: 0.0983, t_un_loss: 6.8632
Epoch: [8][110/129], Time 0.489 (0.568), Data 0.132 (0.147), Loss 0.080 (0.113), Prec 98.44% (97.66%), s_pid_loss: 0.0796, t_un_loss: 7.6249
Epoch: [8][111/129], Time 0.519 (0.568), Data 0.132 (0.147), Loss 0.091 (0.113), Prec 96.88% (97.65%), s_pid_loss: 0.0912, t_un_loss: 7.4297
Epoch: [8][112/129], Time 0.484 (0.567), Data 0.127 (0.147), Loss 0.125 (0.113), Prec 96.88% (97.64%), s_pid_loss: 0.1249, t_un_loss: 6.8534
Epoch: [8][113/129], Time 0.509 (0.566), Data 0.131 (0.147), Loss 0.176 (0.114), Prec 93.75% (97.61%), s_pid_loss: 0.1756, t_un_loss: 7.3873
Epoch: [8][114/129], Time 0.494 (0.566), Data 0.132 (0.146), Loss 0.137 (0.114), Prec 97.66% (97.61%), s_pid_loss: 0.1374, t_un_loss: 7.2405
Epoch: [8][115/129], Time 0.488 (0.565), Data 0.133 (0.146), Loss 0.094 (0.114), Prec 97.66% (97.61%), s_pid_loss: 0.0941, t_un_loss: 7.0955
Epoch: [8][116/129], Time 0.517 (0.565), Data 0.132 (0.146), Loss 0.109 (0.114), Prec 96.88% (97.60%), s_pid_loss: 0.1090, t_un_loss: 7.4375
Epoch: [8][117/129], Time 0.495 (0.564), Data 0.133 (0.146), Loss 0.125 (0.114), Prec 97.66% (97.60%), s_pid_loss: 0.1249, t_un_loss: 7.1357
Epoch: [8][118/129], Time 0.500 (0.563), Data 0.133 (0.146), Loss 0.173 (0.114), Prec 96.09% (97.59%), s_pid_loss: 0.1735, t_un_loss: 6.7594
Epoch: [8][119/129], Time 0.495 (0.563), Data 0.133 (0.146), Loss 0.145 (0.115), Prec 97.66% (97.59%), s_pid_loss: 0.1450, t_un_loss: 7.2945
Epoch: [8][120/129], Time 0.509 (0.562), Data 0.133 (0.146), Loss 0.169 (0.115), Prec 97.66% (97.59%), s_pid_loss: 0.1693, t_un_loss: 7.2183
Epoch: [8][121/129], Time 0.496 (0.562), Data 0.133 (0.146), Loss 0.137 (0.115), Prec 96.88% (97.59%), s_pid_loss: 0.1367, t_un_loss: 7.1665
Epoch: [8][122/129], Time 0.494 (0.561), Data 0.132 (0.146), Loss 0.122 (0.115), Prec 98.44% (97.59%), s_pid_loss: 0.1216, t_un_loss: 7.4696
Epoch: [8][123/129], Time 0.503 (0.561), Data 0.133 (0.145), Loss 0.156 (0.116), Prec 95.31% (97.57%), s_pid_loss: 0.1563, t_un_loss: 7.3894
Epoch: [8][124/129], Time 0.494 (0.560), Data 0.133 (0.145), Loss 0.265 (0.117), Prec 94.53% (97.55%), s_pid_loss: 0.2648, t_un_loss: 7.4187
Epoch: [8][125/129], Time 0.513 (0.560), Data 0.132 (0.145), Loss 0.095 (0.117), Prec 98.44% (97.56%), s_pid_loss: 0.0946, t_un_loss: 7.3912
Epoch: [8][126/129], Time 0.498 (0.559), Data 0.134 (0.145), Loss 0.137 (0.117), Prec 96.88% (97.55%), s_pid_loss: 0.1369, t_un_loss: 7.2483
Epoch: [8][127/129], Time 0.500 (0.559), Data 0.133 (0.145), Loss 0.097 (0.117), Prec 96.88% (97.55%), s_pid_loss: 0.0969, t_un_loss: 7.7387
Epoch: [8][128/129], Time 0.497 (0.558), Data 0.132 (0.145), Loss 0.111 (0.117), Prec 97.66% (97.55%), s_pid_loss: 0.1110, t_un_loss: 7.7791
Epoch: [8][129/129], Time 0.499 (0.558), Data 0.133 (0.145), Loss 0.108 (0.117), Prec 97.66% (97.55%), s_pid_loss: 0.1076, t_un_loss: 7.6634

 * Finished epoch   8 

